,DateTime,temperature,power,energy,aX,aY,aZ,gX,gY,gZ
432,2021-05-25 15:34:08.807,,,,,,,0.1,,
433,2021-05-25 15:34:08.828,,,,,,,,0.0,
434,2021-05-25 15:34:08.852,,,,,,,,,-0.1
435,2021-05-25 15:34:09.376,,,,0.1,,,,,
436,2021-05-25 15:34:09.401,,,,,-0.0,,,,
437,2021-05-25 15:34:09.424,,,,,,1.1,,,
438,2021-05-25 15:34:09.441,,,,,,,0.0,,
439,2021-05-25 15:34:09.459,,,,,,,,0.0,
440,2021-05-25 15:34:09.475,,,,,,,,,0.1
441,2021-05-25 15:34:09.996,,,,0.1,,,,,
442,2021-05-25 15:34:10.019,,,,,-0.0,,,,
443,2021-05-25 15:34:10.041,,,,,,1.1,,,
444,2021-05-25 15:34:10.061,,,,,,,-0.1,,
445,2021-05-25 15:34:10.085,,,,,,,,0.1,
446,2021-05-25 15:34:10.100,,,,,,,,,-0.1
447,2021-05-25 15:34:10.635,,,,0.1,,,,,
448,2021-05-25 15:34:10.695,,,,,-0.0,,,,
449,2021-05-25 15:34:10.726,,,,,,1.1,,,
450,2021-05-25 15:34:10.745,,,,,,,-0.1,,
451,2021-05-25 15:34:10.756,,,,,,,,0.0,
452,2021-05-25 15:34:10.774,,,,,,,,,-0.0
453,2021-05-25 15:34:11.268,,,,0.1,,,,,
454,2021-05-25 15:34:11.328,,,,,-0.0,,,,
455,2021-05-25 15:34:11.356,,,,,,1.1,,,
456,2021-05-25 15:34:11.374,,,,,,,0.0,,
457,2021-05-25 15:34:11.384,,,,,,,,-0.1,
458,2021-05-25 15:34:11.395,,,,,,,,,0.0
459,2021-05-25 15:34:11.900,,,,0.1,,,,,
460,2021-05-25 15:34:11.926,,,,,-0.0,,,,
461,2021-05-25 15:34:11.943,,,,,,1.1,,,
462,2021-05-25 15:34:11.956,,,,,,,0.1,,
463,2021-05-25 15:34:11.975,,,,,,,,-0.1,
464,2021-05-25 15:34:11.992,,,,,,,,,0.1
465,2021-05-25 15:34:12.534,,,,0.1,,,,,
466,2021-05-25 15:34:12.603,,,,,-0.0,,,,
