,DateTime,temperature,power,energy,aX,aY,aZ,gX,gY,gZ
0,2021-05-11 19:20:28.647264,31.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-11 19:20:38.416365,0.0,0.0,41731.0,1.0,-0.1,1.1,-1.4,-64.3,-0.4
2,2021-05-11 19:21:08.452913,30.82,0.0,0.0,1.0,-0.1,-0.2,0.4,-0.9,-0.3
3,2021-05-11 19:21:38.410797,30.82,0.0,0.0,1.0,-0.2,2.0,2.8,67.0,-1.8
4,2021-05-11 19:21:50.879609,30.77,0.02,0.0,0.1,0.0,1.1,-0.2,-0.3,-0.2
5,2021-05-11 19:21:52.855701,0.0,1.78,0.0,0.1,0.0,1.1,0.2,-0.2,0.2
6,2021-05-11 19:21:58.869308,0.0,13.53,0.0,0.1,0.0,1.1,0.3,0.2,0.2
7,2021-05-11 19:21:59.857734,0.0,7.78,0.0,0.1,0.0,1.1,0.1,-0.3,0.1
8,2021-05-11 19:22:01.882471,0.0,23.86,0.0,0.1,0.0,1.1,-0.8,-0.4,-0.2
9,2021-05-11 19:22:02.898774,0.0,54.75,0.0,0.1,0.0,1.1,0.2,-0.1,-0.1
10,2021-05-11 19:22:04.851057,0.0,14.58,0.0,0.1,0.0,1.1,0.0,-0.1,0.1
11,2021-05-11 19:22:05.861421,0.0,5.97,0.0,0.1,0.0,1.1,0.2,0.0,-0.2
12,2021-05-11 19:22:07.848097,0.0,9.67,0.0,0.1,0.0,1.1,0.2,0.2,0.1
13,2021-05-11 19:22:09.014056,0.0,52.23,0.0,0.1,0.0,1.1,0.1,0.0,0.0
14,2021-05-11 19:22:10.874262,0.0,40.61,0.0,0.1,0.0,1.1,0.4,0.3,0.1
15,2021-05-11 19:22:11.860546,0.0,6.0,0.0,0.0,0.0,1.1,0.1,-0.1,0.1
16,2021-05-11 19:22:14.855876,0.0,55.51,0.0,0.1,0.0,1.1,-0.5,0.2,-0.2
17,2021-05-11 19:22:16.851440,0.0,50.39,0.0,0.1,0.0,1.1,0.3,0.1,0.1
18,2021-05-11 19:22:17.859795,0.0,6.8,0.0,0.1,0.0,1.1,0.1,-0.1,0.3
19,2021-05-11 19:22:19.857332,0.0,5.41,0.0,0.1,0.0,1.1,0.2,0.2,0.2
20,2021-05-11 19:22:20.872345,0.0,9.51,0.0,0.1,0.0,1.1,-0.9,0.8,0.2
